gas_raw,temp_c,flame,gas_avg,temp_avg,dGas,dTemp,label_name,water level
695,113.2,1,830.2,114,-28.8,-1.36,FIRE,8
843,120,1,870.2,114.4,40,0.34,FIRE,34
571,113.1,1,784.6,116.7,-85.6,2.38,FIRE,78
830,105.8,1,764.8,114.4,-19.8,-2.32,FIRE,17
829,102.6,1,753.6,110.9,-11.2,-3.48,FIRE,80
960,119.7,1,806.6,112.2,53,1.3,FIRE,79
644,114.9,1,766.8,111.2,-39.8,-1.02,FIRE,2
1023,118.1,1,857.2,112.2,90.4,1,FIRE,45
855,120,1,862.2,115.1,5,2.84,FIRE,77
900,111.1,1,876.4,116.8,14.2,1.7,FIRE,37
792,109.4,1,842.8,114.7,-33.6,-2.06,FIRE,85
928,102.2,1,899.6,112.2,56.8,-2.54,FIRE,40
997,120,1,894.4,112.5,-5.2,0.38,FIRE,11
813,118.1,1,886,112.2,-8.4,-0.38,FIRE,9
762,120,1,858.4,113.9,-27.6,1.78,FIRE,42
864,102,1,872.8,112.5,14.4,-1.48,FIRE,37
702,120,1,827.6,116,-45.2,3.56,FIRE,76
883,120,1,804.8,116,-22.8,0,FIRE,46
866,120,1,815.4,116.4,10.6,0.38,FIRE,65
936,108.5,0,850.2,114.1,34.8,-2.3,FIRE,19
894,108.9,0,856.2,115.5,6,1.38,FIRE,56
697,117.4,1,855.2,115,-1,-0.52,FIRE,39
1023,118,1,883.2,114.6,28,-0.4,FIRE,10
1023,103.2,1,914.6,111.2,31.4,-3.36,FIRE,32
801,100.2,1,887.6,109.5,-27,-1.66,FIRE,24
612,114,1,831.2,110.6,-56.4,1.02,FIRE,27
710,118.2,1,833.8,110.7,2.6,0.16,FIRE,25
746,120,1,778.4,111.1,-55.4,0.4,FIRE,5
832,118.9,1,740.2,114.3,-38.2,3.14,FIRE,77
985,111,1,777,116.4,36.8,2.16,FIRE,29
1023,119.4,1,859.2,117.5,82.2,1.08,FIRE,52
787,120,1,874.6,117.9,15.4,0.36,FIRE,96
901,120,1,905.6,117.9,31,0,FIRE,53
872,102.5,1,913.6,114.6,8,-3.28,FIRE,1
753,112.8,1,867.2,114.9,-46.4,0.36,FIRE,90
887,116.3,1,840,114.3,-27.2,-0.62,FIRE,17
681,116.1,1,818.8,113.5,-21.2,-0.78,FIRE,42
915,116.5,1,821.6,112.8,2.8,-0.7,FIRE,78
732,117.4,1,793.6,115.8,-28,2.98,FIRE,25
638,120,1,770.6,117.3,-23,1.44,FIRE,33
807,110,1,754.6,116,-16,-1.26,FIRE,20
795,117.5,1,777.4,116.3,22.8,0.28,FIRE,38
865,108.5,1,767.4,114.7,-10,-1.6,FIRE,59
849,118.7,1,790.8,114.9,23.4,0.26,FIRE,15
786,120,1,820.4,114.9,29.6,0,FIRE,38
1023,111.9,1,863.6,115.3,43.2,0.38,FIRE,14
931,114.1,1,890.8,114.6,27.2,-0.68,FIRE,75
964,120,1,910.6,116.9,19.8,2.3,FIRE,12
797,119.8,1,900.2,117.2,-10.4,0.22,FIRE,84
937,120,1,930.4,117.2,30.2,0,FIRE,1
935,120,1,912.8,118.8,-17.6,1.62,FIRE,40
896,120,1,905.8,120,-7,1.18,FIRE,55
753,120,1,863.6,120,-42.2,0,FIRE,47
859,111.9,1,876,118.4,12.4,-1.58,FIRE,40
641,118.7,1,816.8,118.1,-59.2,-0.26,FIRE,58
863,114,1,802.4,116.9,-14.4,-1.2,FIRE,37
813,111.1,1,785.8,115.1,-16.6,-1.78,FIRE,44
627,102.9,1,760.6,111.7,-25.2,-3.42,FIRE,23
871,120,1,763,113.3,2.4,1.62,FIRE,68
678,111.7,1,770.4,111.9,7.4,-1.4,FIRE,47
1023,114.6,1,802.4,112.1,32,0.12,FIRE,77
737,120,1,787.2,113.8,-15.2,1.78,FIRE,76
811,119.8,1,824,117.2,36.8,3.38,FIRE,50
1016,105.5,1,853,114.3,29,-2.9,FIRE,46
670,120,1,851.4,116,-1.6,1.66,FIRE,38
950,119.1,1,836.8,116.9,-14.6,0.9,FIRE,35
714,120,1,832.2,116.9,-4.6,0,FIRE,76
901,120,1,850.2,116.9,18,0.04,FIRE,45
836,120,1,814.2,119.8,-36,2.9,FIRE,42
932,114.4,1,866.6,118.7,52.4,-1.12,FIRE,61
695,120,1,815.6,118.9,-51,0.18,FIRE,63
848,109.8,1,842.4,116.8,26.8,-2.04,FIRE,32
884,109.8,1,839,114.8,-3.4,-2.04,FIRE,57
700,120,1,811.8,114.8,-27.2,0,FIRE,6
660,120,1,757.4,115.9,-54.4,1.12,FIRE,51
536,109.4,1,725.6,113.8,-31.8,-2.12,FIRE,73
715,111.4,1,699,114.1,-26.6,0.32,FIRE,27
883,120,1,698.8,116.2,-0.2,2.04,FIRE,47
791,120,1,717,116.2,18.2,0,FIRE,17
868,115.6,1,758.6,115.3,41.6,-0.88,FIRE,24
865,120,1,824.4,117.4,65.8,2.12,FIRE,66
1023,111.2,1,886,117.4,61.6,-0.04,FIRE,99
746,112.9,1,858.6,115.9,-27.4,-1.42,FIRE,55
693,111.9,1,839,114.3,-19.6,-1.62,FIRE,29
787,107.4,1,822.8,112.7,-16.2,-1.64,FIRE,62
780,117,1,805.8,112.1,-17,-0.6,FIRE,96
1023,110.8,1,805.8,112,0,-0.08,FIRE,41
810,120,1,818.6,113.4,12.8,1.42,FIRE,30
885,109,1,857,112.8,38.4,-0.58,FIRE,77
656,108.4,1,830.8,113,-26.2,0.2,FIRE,94
780,110.2,1,830.8,111.7,0,-1.36,FIRE,87
685,115.2,1,763.2,112.6,-67.6,0.88,FIRE,51
668,120,1,734.8,112.6,-28.4,0,FIRE,97
853,120,1,728.4,114.8,-6.4,2.2,FIRE,90
847,112.2,1,766.6,115.5,38.2,0.76,FIRE,44
878,112.1,1,786.2,115.9,19.6,0.38,FIRE,87
727,115.9,1,794.6,116,8.4,0.14,FIRE,30
985,117.4,1,858,115.5,63.4,-0.52,FIRE,26
885,120,1,864.4,115.5,6.4,0,FIRE,26
908,105.3,1,876.6,114.1,12.2,-1.38,FIRE,2
1023,120,1,905.6,115.7,29,1.58,FIRE,28
703,120,1,900.8,116.5,-4.8,0.82,FIRE,50
836,115.4,1,871,116.1,-29.8,-0.4,FIRE,63
808,116.2,1,855.6,115.4,-15.4,-0.76,FIRE,82
885,104,1,851,115.1,-4.6,-0.26,FIRE,70
762,120,0,798.8,115.1,-52.2,0,FIRE,67
630,119.9,0,784.2,115.1,-14.6,-0.02,FIRE,85
819,120,1,780.8,116,-3.4,0.92,FIRE,20
813,116.8,1,781.8,116.1,1,0.12,FIRE,43
718,113.9,1,748.4,118.1,-33.4,1.98,FIRE,6
718,106.2,1,739.6,115.4,-8.8,-2.76,FIRE,15
586,120,1,730.8,115.4,-8.8,0.02,FIRE,76
757,120,1,718.4,115.4,-12.4,0,FIRE,58
865,111.2,1,728.8,114.3,10.4,-1.12,FIRE,62
653,101.9,1,715.8,111.9,-13,-2.4,FIRE,30
881,116.8,1,748.4,114,32.6,2.12,FIRE,7
768,107.6,1,784.8,111.5,36.4,-2.48,FIRE,94
577,120,1,748.8,111.5,-36,0,FIRE,68
807,120,1,737.2,113.3,-11.6,1.76,FIRE,92
881,115.2,1,782.8,115.9,45.6,2.66,FIRE,84
710,112.8,1,748.6,115.1,-34.2,-0.8,FIRE,23
817,110.5,1,758.4,115.7,9.8,0.58,FIRE,16
584,117.5,1,759.8,115.2,1.4,-0.5,FIRE,76
696,120,1,737.6,115.2,-22.2,0,FIRE,39
704,112.3,1,702.2,114.6,-35.4,-0.58,FIRE,80
700,113.7,1,700.2,114.8,-2,0.18,FIRE,8
645,115.9,1,665.8,115.9,-34.4,1.08,FIRE,52
828,110.8,1,714.6,114.5,48.8,-1.34,FIRE,2
969,120,1,769.2,114.5,54.6,0,FIRE,60
588,113.5,1,746,114.8,-23.2,0.24,FIRE,25
807,113.1,1,767.4,114.7,21.4,-0.12,FIRE,32
956,114.5,1,829.6,114.4,62.2,-0.28,FIRE,7
997,115,1,863.4,115.2,33.8,0.84,FIRE,5
863,120,1,842.2,115.2,-21.2,0,FIRE,78
840,120,1,892.6,116.5,50.4,1.3,FIRE,65
923,120,1,915.8,117.9,23.2,1.38,FIRE,57
770,120,1,878.6,119,-37.2,1.1,FIRE,31
894,120,1,858,120,-20.6,1,FIRE,6
1014,119.7,1,888.2,119.9,30.2,-0.06,FIRE,70
677,117.7,1,855.6,119.5,-32.6,-0.46,FIRE,49
970,111.2,1,865,117.7,9.4,-1.76,FIRE,16
662,112.7,1,843.4,116.3,-21.6,-1.46,FIRE,11
920,110.9,1,848.6,114.4,5.2,-1.82,FIRE,42
752,120,1,796.2,114.5,-52.4,0.06,FIRE,34
1023,112.4,1,865.4,113.4,69.2,-1.06,FIRE,11
790,114.9,1,829.4,114.2,-36,0.74,FIRE,99
692,118.8,1,835.4,115.4,6,1.22,FIRE,9
918,118.3,1,835,116.9,-0.4,1.48,FIRE,44
807,120,1,846,116.9,11,0,FIRE,26
609,120,1,763.2,118.4,-82.8,1.52,FIRE,54
951,116.1,1,795.4,118.6,32.2,0.24,FIRE,37
717,120,1,800.4,118.9,5,0.24,FIRE,26
1015,120,1,819.8,119.2,19.4,0.34,FIRE,17
826,120,1,823.6,119.2,3.8,0,FIRE,33
1006,108.5,1,903,116.9,79.4,-2.3,FIRE,51
1023,120,1,917.4,117.7,14.4,0.78,FIRE,91
897,120,1,953.4,117.7,36,0,FIRE,78
881,119.3,1,926.6,117.6,-26.8,-0.14,FIRE,3
746,120,1,910.6,117.6,-16,0,FIRE,65
716,114.7,1,852.6,118.8,-58,1.24,FIRE,10
698,117.3,1,787.6,118.3,-65,-0.54,FIRE,59
772,120,1,762.6,118.3,-25,0,FIRE,93
959,120,1,778.2,118.4,15.6,0.14,FIRE,32
783,111.6,1,785.6,116.7,7.4,-1.68,FIRE,49
762,119.2,1,794.8,117.6,9.2,0.9,FIRE,94
766,120,1,808.4,118.2,13.6,0.54,FIRE,6
798,115,1,813.6,117.2,5.2,-1,FIRE,36
865,111.9,1,794.8,115.5,-18.8,-1.62,FIRE,11
801,112.3,1,798.4,115.7,3.6,0.14,FIRE,19
1023,120,1,850.6,115.8,52.2,0.16,FIRE,38
811,118,1,859.6,115.4,9,-0.4,FIRE,7
968,120,1,893.6,116.4,34,1,FIRE,19
808,117.8,1,882.2,117.6,-11.4,1.18,FIRE,49
718,102.7,1,865.6,115.7,-16.6,-1.92,FIRE,62
819,106.7,1,824.8,113,-40.8,-2.66,FIRE,2
718,118.1,1,806.2,113.1,-18.6,0.02,FIRE,0
684,120,1,749.4,113.1,-56.8,0,FIRE,29
840,112.8,1,755.8,112.1,6.4,-1,FIRE,13
1008,120,1,813.8,115.5,58,3.46,FIRE,41
824,120,1,814.8,118.2,1,2.66,FIRE,48
498,96.5,1,770.8,113.9,-44,-4.32,FIRE,92
697,116.7,1,773.4,113.2,2.6,-0.66,FIRE,83
894,120,1,784.2,114.6,10.8,1.44,FIRE,77
718,120,1,726.2,114.6,-58,0,FIRE,100
833,119.6,1,728,114.6,1.8,-0.08,FIRE,42
910,118.4,1,810.4,118.9,82.4,4.38,FIRE,94
897,120,1,850.4,119.6,40,0.66,FIRE,21
758,120,1,823.2,119.6,-27.2,0,FIRE,65
912,120,1,862,119.6,38.8,0,FIRE,66
756,120,1,846.6,119.7,-15.4,0.08,FIRE,87
903,116,1,845.2,119.2,-1.4,-0.48,FIRE,64
714,120,1,808.6,119.2,-36.6,0,FIRE,62
559,112.6,1,768.8,117.7,-39.8,-1.48,FIRE,45
1020,120,1,790.4,117.7,21.6,0,FIRE,51
776,120,1,794.4,117.7,4,0,FIRE,27
810,113.5,1,775.8,117.2,-18.6,-0.5,FIRE,89
978,120,1,828.6,117.2,52.8,0,FIRE,77
740,108.4,1,864.8,116.4,36.2,-0.84,FIRE,51
948,120,1,850.4,116.4,-14.4,0,FIRE,18
1023,118.2,1,899.8,116,49.4,-0.36,FIRE,1
956,117.9,1,929,116.9,29.2,0.88,FIRE,25
937,116.7,1,920.8,116.2,-8.2,-0.66,FIRE,53
815,120,1,935.8,118.6,15,2.32,FIRE,63
735,101.6,1,893.2,114.9,-42.6,-3.68,FIRE,82
793,120,1,847.2,115.2,-46,0.36,FIRE,89
837,120,1,823.4,115.7,-23.8,0.42,FIRE,5
665,120,1,769,116.3,-54.4,0.66,FIRE,8
720,120,1,750,116.3,-19,0,FIRE,84
802,120,1,763.4,120,13.4,3.68,FIRE,78
809,109.5,1,766.6,117.9,3.2,-2.1,FIRE,4
937,120,1,786.6,117.9,20,0,FIRE,63
722,101.7,1,798,114.2,11.4,-3.66,FIRE,64
797,107.6,1,813.4,111.8,15.4,-2.48,FIRE,52
850,108.4,1,823,109.4,9.6,-2.32,FIRE,59
744,109.5,1,810,109.4,-13,0,FIRE,24
797,120,1,782,109.4,-28,0,FIRE,14
964,110.2,1,830.4,111.1,48.4,1.7,FIRE,51
947,113.1,1,860.4,112.2,30,1.1,FIRE,38
953,111.1,1,881,112.8,20.6,0.54,FIRE,84
887,117.8,1,909.6,114.4,28.6,1.66,FIRE,80
767,120,1,903.6,114.4,-6,0,FIRE,26
953,120,1,901.4,116.4,-2.2,1.96,FIRE,87
694,118.2,1,850.8,117.4,-50.6,1.02,FIRE,83
971,117.6,1,854.4,118.7,3.6,1.3,FIRE,36
758,120,1,828.6,119.2,-25.8,0.44,FIRE,73
795,115.5,1,834.2,118.3,5.6,-0.9,FIRE,64
859,102.3,1,815.4,114.7,-18.8,-3.54,FIRE,28
841,110.4,1,844.8,113.2,29.4,-1.56,FIRE,35
964,120,1,843.4,113.6,-1.4,0.48,FIRE,27
569,116.2,1,805.6,112.9,-37.8,-0.76,FIRE,42
975,118,1,841.6,113.4,36,0.5,FIRE,73
804,111.6,1,830.6,115.2,-11,1.86,FIRE,63
752,117.3,1,812.8,116.6,-17.8,1.38,FIRE,15
1023,119.9,1,824.6,116.6,11.8,-0.02,FIRE,45
761,120,1,863,117.4,38.4,0.76,FIRE,46
830,104.9,1,834,114.7,-29,-2.62,FIRE,67
867,98.7,1,846.6,112.2,12.6,-2.58,FIRE,69
724,120,1,841,112.7,-5.6,0.54,FIRE,55
907,114.7,1,817.8,111.7,-23.2,-1.04,FIRE,5
1023,120,1,870.2,111.7,52.4,0,FIRE,1
592,117,1,822.6,114.1,-47.6,2.42,FIRE,19
678,101.2,1,784.8,114.6,-37.8,0.5,FIRE,41
613,120,1,762.6,114.6,-22.2,0,FIRE,40
776,119.8,1,736.4,115.6,-26.2,1.02,FIRE,23
893,103.5,1,710.4,112.3,-26,-3.3,FIRE,88
834,120,1,758.8,112.9,48.4,0.6,FIRE,65
897,120,1,802.6,116.7,43.8,3.76,FIRE,73
730,120,1,826,116.7,23.4,0,FIRE,12
767,106.8,1,824.2,114.1,-1.8,-2.6,FIRE,31
929,119.3,1,831.4,117.2,7.2,3.16,FIRE,21
682,118.1,1,801,116.8,-30.4,-0.38,FIRE,5
956,107.1,1,812.8,114.3,11.8,-2.58,FIRE,42
794,105.6,1,825.6,111.4,12.8,-2.88,FIRE,59
771,112.6,1,826.4,112.5,0.8,1.16,FIRE,90
843,107.8,1,809.2,110.2,-17.2,-2.3,FIRE,41
1023,106.3,1,877.4,107.9,68.2,-2.36,FIRE,45
712,96.1,1,828.6,105.7,-48.8,-2.2,FIRE,77
881,110.1,1,846,106.6,17.4,0.9,FIRE,43
1023,119.6,1,896.4,108,50.4,1.4,FIRE,42
952,109.9,1,918.2,108.4,21.8,0.42,FIRE,100
958,120,1,905.2,111.1,-13,2.74,FIRE,39
756,108.5,1,914,113.6,8.8,2.48,FIRE,87
687,120,1,875.2,115.6,-38.8,1.98,FIRE,43
702,118.5,1,811,115.4,-64.2,-0.22,FIRE,67
827,115.7,1,786,116.5,-25,1.16,FIRE,87
971,109.7,1,788.6,114.5,2.6,-2.06,FIRE,93
811,120,1,799.6,116.8,11,2.3,FIRE,21
738,120,1,809.8,116.8,10.2,0,FIRE,11
973,104.1,1,864,113.9,54.2,-2.88,FIRE,58
944,116.2,1,887.4,114,23.4,0.1,FIRE,41
741,107,1,841.4,113.5,-46,-0.54,FIRE,89
844,109.7,1,848,111.4,6.6,-2.06,FIRE,50
805,113.3,1,861.4,110.1,13.4,-1.34,FIRE,78
983,120,1,863.4,113.2,2,3.18,FIRE,53
713,120,1,817.2,114,-46.2,0.76,FIRE,36
865,120,1,842,116.6,24.8,2.6,FIRE,60
833,115.8,1,839.8,117.8,-2.2,1.22,FIRE,92
1023,120,1,883.4,119.2,43.6,1.34,FIRE,28
802,120,1,847.2,119.2,-36.2,0,FIRE,59
853,116.9,1,875.2,118.5,28,-0.62,FIRE,51
885,120,1,879.2,118.5,4,0,FIRE,91
932,112.7,1,899,117.9,19.8,-0.62,FIRE,70
896,98.7,1,873.6,113.7,-25.4,-4.26,FIRE,76
1011,120,1,915.4,113.7,41.8,0,FIRE,37
700,113.4,1,884.8,113,-30.6,-0.7,FIRE,50
733,103.7,1,854.4,109.7,-30.4,-3.26,FIRE,67
889,110.2,1,845.8,109.2,-8.6,-0.5,FIRE,40
872,93.4,1,841,108.1,-4.8,-1.06,FIRE,58
916,120,1,822,108.1,-19,0,FIRE,12
638,116,1,809.6,108.7,-12.4,0.52,FIRE,39
849,105.7,1,832.8,109.1,23.2,0.4,FIRE,51
723,118,1,799.6,110.6,-33.2,1.56,FIRE,53
848,120,1,794.8,115.9,-4.8,5.32,FIRE,38
979,111.8,1,807.4,114.3,12.6,-1.64,FIRE,63
857,113.3,1,851.2,113.8,43.8,-0.54,FIRE,38
756,114.5,1,832.6,115.5,-18.6,1.76,FIRE,94
744,116.8,1,836.8,115.3,4.2,-0.24,FIRE,32
791,120,1,825.4,115.3,-11.4,0,FIRE,8
579,105.1,1,745.4,113.9,-80,-1.34,FIRE,86
857,119.2,1,745.4,115.1,0,1.18,FIRE,21
747,120,1,743.6,116.2,-1.8,1.1,FIRE,78
792,111.6,1,753.2,115.2,9.6,-1.04,FIRE,24
785,117.2,1,752,114.6,-1.2,-0.56,FIRE,54
703,120,1,776.8,117.6,24.8,2.98,FIRE,47
889,120,1,783.2,117.8,6.4,0.16,FIRE,70
773,120,1,788.4,117.8,5.2,0,FIRE,32
825,120,1,795,119.4,6.6,1.68,FIRE,87
821,111,1,802.2,118.2,7.2,-1.24,FIRE,19
811,118.4,1,823.8,117.9,21.6,-0.32,FIRE,66
822,117.8,1,810.4,117.4,-13.4,-0.44,FIRE,18
706,120,1,797,117.4,-13.4,0,FIRE,8
802,104.7,1,792.4,114.4,-4.6,-3.06,FIRE,89
877,111.5,1,803.6,114.5,11.2,0.1,FIRE,48
907,117,1,822.8,114.2,19.2,-0.28,FIRE,98
965,113.2,1,851.4,113.3,28.6,-0.92,FIRE,11
614,113.1,1,833,111.9,-18.4,-1.38,FIRE,14
850,120,1,842.6,115,9.6,3.06,FIRE,94
849,120,1,837,116.7,-5.6,1.7,FIRE,14
730,120,1,801.6,117.3,-35.4,0.6,FIRE,28
945,115.2,1,797.6,117.7,-4,0.4,FIRE,64
716,114.8,1,818,118,20.4,0.34,FIRE,65
843,120,1,816.6,118,-1.4,0,FIRE,30
911,115.8,1,829,117.2,12.4,-0.84,FIRE,47
784,117.1,1,839.8,116.6,10.8,-0.58,FIRE,92
730,120,1,796.8,117.5,-43,0.96,FIRE,84
837,120,1,821,118.6,24.2,1.04,FIRE,21
855,120,1,823.4,118.6,2.4,0,FIRE,30
846,120,1,810.4,119.4,-13,0.84,FIRE,82
974,111.8,1,848.4,118.4,38,-1.06,FIRE,5
926,118.9,1,887.6,118.1,39.2,-0.22,FIRE,66
1023,120,1,924.8,118.1,37.2,0,FIRE,57
704,95.3,1,894.6,113.2,-30.2,-4.94,FIRE,25
764,118.4,1,878.2,112.9,-16.4,-0.32,FIRE,92
973,114.8,1,878,113.5,-0.2,0.6,FIRE,37
938,120,1,880.4,113.7,2.4,0.22,FIRE,96
813,103.2,1,838.4,110.3,-42,-3.36,FIRE,62
662,120,1,830,115.3,-8.4,4.94,FIRE,70
785,120,1,834.2,115.6,4.2,0.32,FIRE,6
1002,120,1,840,116.6,5.8,1.04,FIRE,90
881,111.9,1,828.6,115,-11.4,-1.62,FIRE,63
739,104.7,1,813.8,115.3,-14.8,0.3,FIRE,39
763,120,1,834,115.3,20.2,0,FIRE,54
775,120,1,832,115.3,-2,0,FIRE,61
756,120,1,782.8,115.3,-49.2,0,FIRE,27
747,115.3,1,756,116,-26.8,0.68,FIRE,87
469,120,1,702,119.1,-54,3.06,FIRE,67
640,102.6,1,677.4,115.6,-24.6,-3.48,FIRE,75
123,38,0,123,38,0,0,FLOOD,3760
309,32.6,0,216,35.3,93,-2.7,FLOOD,3024
276,34.7,0,236,35.1,20,-0.2,FLOOD,3089
222,32.5,0,232.5,34.5,-3.5,-0.65,FLOOD,3339
220,31.7,0,230,33.9,-2.5,-0.55,FLOOD,3994
328,29.6,0,271,32.2,41,-1.68,FLOOD,3473
156,33.9,0,240.4,32.5,-30.6,0.26,FLOOD,3970
314,28.9,0,248,31.3,7.6,-1.16,FLOOD,3227
167,35.1,0,237,31.8,-11,0.52,FLOOD,3798
158,36.5,0,224.6,32.8,-12.4,0.96,FLOOD,3938
231,33.6,0,205.2,33.6,-19.4,0.8,FLOOD,3931
369,30.7,0,247.8,33,42.6,-0.64,FLOOD,3538
280,33.3,0,241,33.8,-6.8,0.88,FLOOD,3877
323,30.1,0,272.2,32.8,31.2,-1,FLOOD,3488
336,34.6,0,307.8,32.5,35.6,-0.38,FLOOD,3119
305,23.7,0,322.6,30.5,14.8,-1.98,FLOOD,3670
199,29.2,0,288.6,30.2,-34,-0.3,FLOOD,3217
139,22.9,0,260.4,28.1,-28.2,-2.08,FLOOD,3790
345,24.4,0,264.8,27,4.4,-1.14,FLOOD,3657
239,35.6,0,245.4,27.2,-19.4,0.2,FLOOD,3814
244,33.5,0,233.2,29.1,-12.2,1.96,FLOOD,3962
228,27.5,0,239,28.8,5.8,-0.34,FLOOD,3995
172,24.5,0,245.6,29.1,6.6,0.32,FLOOD,3712
366,18.6,0,249.8,27.9,4.2,-1.16,FLOOD,3795
325,28.5,0,267,26.5,17.2,-1.42,FLOOD,3880
304,39.5,0,279,27.7,12,1.2,FLOOD,3778
223,31.5,0,278,28.5,-1,0.8,FLOOD,3481
335,28.4,0,310.6,29.3,32.6,0.78,FLOOD,3035
243,32.5,0,286,32.1,-24.6,2.78,FLOOD,3192
213,24.4,0,263.6,31.3,-22.4,-0.82,FLOOD,3294
262,29.7,0,255.2,29.3,-8.4,-1.96,FLOOD,3506
178,31.7,0,246.2,29.3,-9,0.04,FLOOD,3608
158,30.1,0,210.8,29.7,-35.4,0.34,FLOOD,3541
255,32.9,0,213.2,29.8,2.4,0.08,FLOOD,3031
321,31.2,0,234.8,31.1,21.6,1.36,FLOOD,3914
135,32.3,0,209.4,31.6,-25.4,0.52,FLOOD,3091
353,27.4,0,244.4,30.8,35,-0.86,FLOOD,3745
329,33.6,0,278.6,31.5,34.2,0.7,FLOOD,3420
151,35.7,0,257.8,32,-20.8,0.56,FLOOD,3625
266,24.8,0,246.8,30.8,-11,-1.28,FLOOD,3784
194,24.1,0,258.6,29.1,11.8,-1.64,FLOOD,3390
296,32.9,0,247.2,30.2,-11.4,1.1,FLOOD,3959
251,26.7,0,231.6,28.8,-15.6,-1.38,FLOOD,3736
242,32.9,0,249.8,28.3,18.2,-0.56,FLOOD,3981
149,25.9,0,226.4,28.5,-23.4,0.22,FLOOD,3060
350,34,0,257.6,30.5,31.2,1.98,FLOOD,3639
218,28.6,0,242,29.6,-15.6,-0.86,FLOOD,3434
355,28.3,0,262.8,29.9,20.8,0.32,FLOOD,3654
271,33.8,0,268.6,30.1,5.8,0.18,FLOOD,3715
328,26.3,0,304.4,30.2,35.8,0.08,FLOOD,3714
312,24.1,0,296.8,28.2,-7.6,-1.98,FLOOD,3866
170,26.4,0,287.2,27.8,-9.6,-0.44,FLOOD,3191
209,29.6,0,258,28,-29.2,0.26,FLOOD,3329
228,22.3,0,249.4,25.7,-8.6,-2.3,FLOOD,3265
259,30.7,0,235.6,26.6,-13.8,0.88,FLOOD,3509
112,26.3,0,195.6,27.1,-40,0.44,FLOOD,3683
218,32.4,0,205.2,28.3,9.6,1.2,FLOOD,3640
169,18,0,197.2,25.9,-8,-2.32,FLOOD,3908
310,24.9,0,213.6,26.5,16.4,0.52,FLOOD,3597
292,21.2,0,220.2,24.6,6.6,-1.9,FLOOD,3319
349,25,0,267.6,24.3,47.4,-0.26,FLOOD,3006
291,29.4,0,282.2,23.7,14.6,-0.6,FLOOD,3189
222,27.6,0,292.8,25.6,10.6,1.92,FLOOD,3714
351,27.9,0,301,26.2,8.2,0.6,FLOOD,3349
208,28.1,0,284.2,27.6,-16.8,1.38,FLOOD,3614
191,28.9,0,252.6,28.4,-31.6,0.78,FLOOD,3937
377,23.7,0,269.8,27.2,17.2,-1.14,FLOOD,3577
173,30.8,0,260,27.9,-9.8,0.64,FLOOD,3792
147,30.8,0,219.2,28.5,-40.8,0.58,FLOOD,3401
198,29,0,217.2,28.6,-2,0.18,FLOOD,3937
307,29.4,0,240.4,28.7,23.2,0.1,FLOOD,3744
156,28.2,0,196.2,29.6,-44.2,0.9,FLOOD,3930
189,35,0,199.4,30.5,3.2,0.84,FLOOD,3757
158,25.9,0,201.6,29.5,2.2,-0.98,FLOOD,3654
276,24.8,0,217.2,28.7,15.6,-0.84,FLOOD,3358
192,22.7,0,194.2,27.3,-23,-1.34,FLOOD,3858
215,21.9,0,206,26.1,11.8,-1.26,FLOOD,3986
202,21.4,0,208.6,23.3,2.6,-2.72,FLOOD,3419
284,22.8,0,233.8,22.7,25.2,-0.62,FLOOD,3975
287,25.9,0,236,22.9,2.2,0.22,FLOOD,3682
345,27.6,0,266.6,23.9,30.6,0.98,FLOOD,3209
250,26.1,0,273.6,24.8,7,0.84,FLOOD,3775
191,22.4,0,271.4,25,-2.2,0.2,FLOOD,3802
341,28.7,0,282.8,26.1,11.4,1.18,FLOOD,3587
252,27.8,0,275.8,26.5,-7,0.38,FLOOD,3089
292,23.7,0,265.2,25.7,-10.6,-0.78,FLOOD,3841
151,21.8,0,245.4,24.9,-19.8,-0.86,FLOOD,3552
157,26.9,0,238.6,25.8,-6.8,0.9,FLOOD,3889
313,24.8,0,233,25,-5.6,-0.78,FLOOD,3178
364,18.3,0,255.4,23.1,22.4,-1.9,FLOOD,3762
236,23.7,0,244.2,23.1,-11.2,0,FLOOD,3086
342,25.2,0,282.4,23.8,38.2,0.68,FLOOD,3960
325,20.5,0,316,22.5,33.6,-1.28,FLOOD,3104
210,24.3,0,295.4,22.4,-20.6,-0.1,FLOOD,3815
342,18,0,291,22.3,-4.4,-0.06,FLOOD,3630
172,28.4,0,278.2,23.3,-12.8,0.94,FLOOD,3368
157,28.4,0,241.2,23.9,-37,0.64,FLOOD,3070
308,21.6,0,237.8,24.1,-3.4,0.22,FLOOD,3281
299,24.2,0,255.6,24.1,17.8,-0.02,FLOOD,3286
133,18,0,213.8,24.1,-41.8,0,FLOOD,3900
338,18.5,0,247,22.1,33.2,-1.98,FLOOD,3769
165,22.2,0,248.6,20.9,1.6,-1.24,FLOOD,3543
319,18.8,0,250.8,20.3,2.2,-0.56,FLOOD,3516
130,25.9,0,217,20.7,-33.8,0.34,FLOOD,3221
330,30.3,0,256.4,23.1,39.4,2.46,FLOOD,3082
309,18,0,250.6,23,-5.8,-0.1,FLOOD,3139
335,18.4,0,284.6,22.3,34,-0.76,FLOOD,3704
285,22.3,0,277.8,23,-6.8,0.7,FLOOD,3990
245,27.7,0,300.8,23.3,23,0.36,FLOOD,3496
272,18,0,289.2,20.9,-11.6,-2.46,FLOOD,3113
