t_ms,gas_raw,temp_c,flame,gas_avg,temp_avg,dGas,dTemp,ml_state,final_state,alarm,suppression,label,label_name
3022000,576,102.2,1,763.4,107.8,-89.4,-0.88,3,3,1,1,3,FIRE
3023000,771,102.6,1,731.8,105.8,-31.6,-2.02,3,3,1,1,3,FIRE
3024000,832,112.3,1,757.6,105,25.8,-0.76,3,3,1,1,3,FIRE
3025000,745,115.3,1,750.4,107.9,-7.2,2.86,3,3,1,1,3,FIRE
3026000,776,110.9,1,740,108.7,-10.4,0.78,3,3,1,1,3,FIRE
3027000,727,92.2,1,770.2,106.7,30.2,-2,3,3,1,1,3,FIRE
3028000,789,91.8,1,773.8,104.5,3.6,-2.16,3,3,1,1,3,FIRE
3029000,801,105.6,1,767.6,103.2,-6.2,-1.34,3,3,1,1,3,FIRE
3030000,996,116.9,1,817.8,103.5,50.2,0.32,3,3,1,1,3,FIRE
3031000,805,111.3,1,823.6,103.6,5.8,0.08,3,3,1,1,3,FIRE
3032000,813,116.9,1,840.8,108.5,17.2,4.94,3,3,1,1,3,FIRE
3033000,919,120,1,866.8,114.1,26,5.64,3,3,1,1,3,FIRE
3034000,751,110.6,1,856.8,115.1,-10,1,3,3,1,1,3,FIRE
3035000,954,95.7,1,848.4,110.9,-8.4,-4.24,3,3,1,1,3,FIRE
3036000,742,103.1,1,835.8,109.3,-12.6,-1.64,3,3,1,1,3,FIRE
3037000,647,114.9,1,802.6,108.9,-33.2,-0.4,3,3,1,1,3,FIRE
3038000,994,108.3,1,817.6,106.5,15,-2.34,3,3,1,1,3,FIRE
3039000,848,120,1,837,108.4,19.4,1.88,3,3,1,1,3,FIRE
3040000,630,112.4,1,772.2,111.7,-64.8,3.34,3,3,1,1,3,FIRE
3041000,650,118.2,1,753.8,114.8,-18.4,3.02,3,3,1,1,3,FIRE
3042000,922,107.5,1,808.8,113.3,55,-1.48,3,3,1,1,3,FIRE
3043000,734,105.9,1,756.8,112.8,-52,-0.48,3,3,1,1,3,FIRE
3044000,834,98.6,1,754,108.5,-2.8,-4.28,3,3,1,1,3,FIRE
3045000,854,111.3,1,798.8,108.3,44.8,-0.22,3,3,1,1,3,FIRE
3046000,994,115.9,1,867.6,107.8,68.8,-0.46,3,3,1,1,3,FIRE
3047000,785,104.1,1,840.2,107.2,-27.4,-0.68,3,3,1,1,3,FIRE
3048000,883,119,1,870,109.8,29.8,2.62,3,3,1,1,3,FIRE
3049000,912,102.4,1,885.6,110.5,15.6,0.76,3,3,1,1,3,FIRE
3050000,721,112.9,1,859,110.9,-26.6,0.32,3,3,1,1,3,FIRE
3051000,732,107.7,1,806.6,109.2,-52.4,-1.64,3,3,1,1,3,FIRE
3052000,879,107.1,1,825.4,109.8,18.8,0.6,3,3,1,1,3,FIRE
3053000,768,118.4,1,802.4,109.7,-23,-0.12,3,3,1,1,3,FIRE
3054000,819,115.5,1,783.8,112.3,-18.6,2.62,3,3,1,1,3,FIRE
3055000,736,102,1,786.8,110.1,3,-2.18,3,3,1,1,3,FIRE
3056000,720,110.8,1,784.4,110.8,-2.4,0.62,3,3,1,1,3,FIRE
3057000,795,96.2,1,767.6,108.6,-16.8,-2.18,3,3,1,1,3,FIRE
3058000,788,109.1,1,771.6,106.7,4,-1.86,3,3,1,1,3,FIRE
3059000,913,107.7,1,790.4,105.2,18.8,-1.56,3,3,1,1,3,FIRE
3060000,969,101,1,837,105,46.6,-0.2,3,3,1,1,3,FIRE
3061000,980,97.7,1,889,102.3,52,-2.62,3,3,1,1,3,FIRE
3062000,895,111.1,1,909,105.3,20,2.98,3,3,1,1,3,FIRE
3063000,987,90.7,1,948.8,101.6,39.8,-3.68,3,3,1,1,3,FIRE
3064000,724,103.7,1,911,100.8,-37.8,-0.8,3,3,1,1,3,FIRE
3065000,740,111.3,1,865.2,102.9,-45.8,2.06,3,3,1,1,3,FIRE
3066000,837,112.7,1,836.6,105.9,-28.6,3,3,3,1,1,3,FIRE
3067000,792,107.5,1,816,105.2,-20.6,-0.72,3,3,1,1,3,FIRE
3068000,595,98.8,1,737.6,106.8,-78.4,1.62,3,3,1,1,3,FIRE
3069000,687,98.8,0,730.2,105.8,-7.4,-0.98,3,3,1,1,3,FIRE
3070000,908,98.6,0,763.8,103.3,33.6,-2.54,3,3,1,1,3,FIRE
3071000,1023,101.4,1,801,101,37.2,-2.26,3,3,1,1,3,FIRE
3072000,857,116.6,1,814,102.8,13,1.82,3,3,1,1,3,FIRE
3073000,652,101.9,1,825.4,103.5,11.4,0.62,3,3,1,1,3,FIRE
3074000,919,98.5,1,871.8,103.4,46.4,-0.06,3,3,1,1,3,FIRE
3075000,709,88.9,1,832,101.5,-39.8,-1.94,3,3,1,1,3,FIRE
3076000,875,108.5,1,802.4,102.9,-29.6,1.42,3,3,1,1,3,FIRE
3077000,756,109.1,1,782.2,101.4,-20.2,-1.5,3,3,1,1,3,FIRE
3078000,876,103.6,1,827,101.7,44.8,0.34,3,3,1,1,3,FIRE
3079000,890,110.5,1,821.2,104.1,-5.8,2.4,3,3,1,1,3,FIRE
3080000,845,97.1,1,848.4,105.8,27.2,1.64,3,3,1,1,3,FIRE
3081000,844,98,1,842.2,103.7,-6.2,-2.1,3,3,1,1,3,FIRE
3082000,1023,99.2,1,895.6,101.7,53.4,-1.98,3,3,1,1,3,FIRE
3083000,1011,109.7,1,922.6,102.9,27,1.22,3,3,1,1,3,FIRE
3084000,731,101.4,1,890.8,101.1,-31.8,-1.82,3,3,1,1,3,FIRE
3085000,1010,98.9,1,923.8,101.4,33,0.36,3,3,1,1,3,FIRE
3086000,902,97,1,935.4,101.2,11.6,-0.2,3,3,1,1,3,FIRE
3087000,796,120,1,890,105.4,-45.4,4.16,3,3,1,1,3,FIRE
3088000,773,112.8,1,842.4,106,-47.6,0.62,3,3,1,1,3,FIRE
3089000,541,94.9,1,804.4,104.7,-38,-1.3,3,3,1,1,3,FIRE
3090000,895,119.8,1,781.4,108.9,-23,4.18,3,3,1,1,3,FIRE
3091000,889,103.5,1,778.8,110.2,-2.6,1.3,3,3,1,1,3,FIRE
3092000,886,94.7,1,796.8,105.1,18,-5.06,3,3,1,1,3,FIRE
3093000,777,103.6,1,797.6,103.3,0.8,-1.84,3,3,1,1,3,FIRE
3094000,817,100.1,1,852.8,104.3,55.2,1.04,3,3,1,1,3,FIRE
3095000,717,113.3,1,817.2,103,-35.6,-1.3,3,3,1,1,3,FIRE
3096000,1023,95.6,1,844,101.5,26.8,-1.58,3,3,1,1,3,FIRE
3097000,645,116.4,1,795.8,105.8,-48.2,4.34,3,3,1,1,3,FIRE
3098000,767,117.1,1,793.8,108.5,-2,2.7,3,3,1,1,3,FIRE
3099000,700,107,1,770.4,109.9,-23.4,1.38,3,3,1,1,3,FIRE
3100000,785,109.3,1,784,109.1,13.6,-0.8,3,3,1,1,3,FIRE
3101000,907,105.3,1,760.8,111,-23.2,1.94,3,3,1,1,3,FIRE
3102000,860,99,1,803.8,107.5,43,-3.48,3,3,1,1,3,FIRE
3103000,624,108.6,1,775.2,105.8,-28.6,-1.7,3,3,1,1,3,FIRE
3104000,466,95.2,1,728.4,103.5,-46.8,-2.36,3,3,1,1,3,FIRE
3105000,785,115.8,1,728.4,104.8,0,1.3,3,3,1,1,3,FIRE
3106000,885,109.5,1,724,105.6,-4.4,0.84,3,3,1,1,3,FIRE
3107000,968,116,1,745.6,109,21.6,3.4,3,3,1,1,3,FIRE
3108000,712,112.2,1,763.2,109.7,17.6,0.72,3,3,1,1,3,FIRE
3109000,943,120,1,858.6,114.7,95.4,4.96,3,3,1,1,3,FIRE
3110000,794,107.1,1,860.4,113,1.8,-1.74,3,3,1,1,3,FIRE
3111000,907,100.4,1,864.8,111.1,4.4,-1.82,3,3,1,1,3,FIRE
3112000,731,105,1,817.4,108.9,-47.4,-2.2,3,3,1,1,3,FIRE
3113000,985,108.6,1,872,108.2,54.6,-0.72,3,3,1,1,3,FIRE
3114000,886,112.5,1,860.6,106.7,-11.4,-1.5,3,3,1,1,3,FIRE
3115000,580,105,1,817.8,106.3,-42.8,-0.42,3,3,1,1,3,FIRE
3116000,793,115.4,1,795,109.3,-22.8,3,3,3,1,1,3,FIRE
3117000,813,99.3,1,811.4,108.2,16.4,-1.14,3,3,1,1,3,FIRE
3118000,821,110.1,1,778.6,108.5,-32.8,0.3,3,3,1,1,3,FIRE
3119000,831,113.2,1,767.6,108.6,-11,0.14,3,3,1,1,3,FIRE
3120000,872,117.9,1,826,111.2,58.4,2.58,3,3,1,1,3,FIRE
3121000,900,104,1,847.4,108.9,21.4,-2.28,3,3,1,1,3,FIRE
3122000,737,104.3,1,832.2,109.9,-15.2,1,3,3,1,1,3,FIRE
3123000,767,112.3,1,821.4,110.3,-10.8,0.44,3,3,1,1,3,FIRE
3124000,679,98.6,1,791,107.4,-30.4,-2.92,3,3,1,1,3,FIRE
3125000,980,117.9,1,812.6,107.4,21.6,0,3,3,1,1,3,FIRE
3126000,872,110.3,1,807,108.7,-5.6,1.26,3,3,1,1,3,FIRE
3127000,752,105.1,1,810,108.8,3,0.16,3,3,1,1,3,FIRE
3128000,747,113.4,1,806,109.1,-4,0.22,3,3,1,1,3,FIRE
3129000,851,110.9,1,840.4,111.5,34.4,2.46,3,3,1,1,3,FIRE
3130000,1023,103.8,1,849,108.7,8.6,-2.82,3,3,1,1,3,FIRE
3131000,815,101.5,1,837.6,106.9,-11.4,-1.76,3,3,1,1,3,FIRE
3132000,724,120,1,832,109.9,-5.6,2.98,3,3,1,1,3,FIRE
3133000,1023,109.6,1,887.2,109.2,55.2,-0.76,3,3,1,1,3,FIRE
3134000,816,111.6,1,880.2,109.3,-7,0.14,3,3,1,1,3,FIRE
3135000,978,110,1,871.2,110.5,-9,1.24,3,3,1,1,3,FIRE
3136000,711,104.3,1,850.4,111.1,-20.8,0.56,3,3,1,1,3,FIRE
3137000,1000,101.5,1,905.6,107.4,55.2,-3.7,3,3,1,1,3,FIRE
3138000,810,99.3,1,863,105.3,-42.6,-2.06,3,3,1,1,3,FIRE
3139000,1023,103.3,1,904.4,103.7,41.4,-1.66,3,3,1,1,3,FIRE
3140000,812,108.4,1,871.2,103.4,-33.2,-0.32,3,3,1,1,3,FIRE
3141000,1023,114.8,1,933.6,105.5,62.4,2.1,3,3,1,1,3,FIRE
3142000,676,120,1,868.8,109.2,-64.8,3.7,3,3,1,1,3,FIRE
3143000,947,110.1,1,896.2,111.3,27.4,2.16,3,3,1,1,3,FIRE
3144000,743,120,1,840.2,114.7,-56,3.34,3,3,1,1,3,FIRE
3145000,816,108.3,1,841,114.6,0.8,-0.02,3,3,1,1,3,FIRE
3146000,863,119.9,1,809,115.7,-32,1.02,3,3,1,1,3,FIRE
3147000,1023,103.6,1,878.4,112.4,69.4,-3.28,3,3,1,1,3,FIRE
3148000,849,105.5,1,858.8,111.5,-19.6,-0.92,3,3,1,1,3,FIRE
3149000,585,106.6,1,827.2,108.8,-31.6,-2.68,3,3,1,1,3,FIRE
3150000,1023,110.8,1,868.6,109.3,41.4,0.5,3,3,1,1,3,FIRE
3151000,816,90.9,1,859.2,103.5,-9.4,-5.8,3,3,1,1,3,FIRE
3152000,819,106.6,1,818.4,104.1,-40.8,0.6,3,3,1,1,3,FIRE
3153000,881,106.7,1,824.8,104.3,6.4,0.24,3,3,1,1,3,FIRE
3154000,940,109.4,1,895.8,104.9,71,0.56,3,3,1,1,3,FIRE
3155000,1023,109.7,1,895.8,104.7,0,-0.22,3,3,1,1,3,FIRE
3156000,940,116.2,1,920.6,109.7,24.8,5.06,3,3,1,1,3,FIRE
3157000,940,103.5,1,944.8,109.1,24.2,-0.62,3,3,1,1,3,FIRE
3158000,783,96.7,1,925.2,107.1,-19.6,-2,3,3,1,1,3,FIRE
3159000,1023,109.5,1,941.8,107.1,16.6,0.02,3,3,1,1,3,FIRE
3160000,966,108.2,1,930.4,106.8,-11.4,-0.3,3,3,1,1,3,FIRE
3161000,955,90.6,1,933.4,101.7,3,-5.12,3,3,1,1,3,FIRE
3162000,868,100.3,1,919,101.1,-14.4,-0.64,3,3,1,1,3,FIRE
3163000,789,110.9,1,920.2,103.9,1.2,2.84,3,3,1,1,3,FIRE
3164000,706,110.2,1,856.8,104,-63.4,0.14,3,3,1,1,3,FIRE
3165000,1023,117.9,1,868.2,106,11.4,1.94,3,3,1,1,3,FIRE
3166000,850,115.5,1,847.2,111,-21,4.98,3,3,1,1,3,FIRE
3167000,896,106.8,1,852.8,112.3,5.6,1.3,3,3,1,1,3,FIRE
3168000,869,114.4,1,868.8,113,16,0.7,3,3,1,1,3,FIRE
3169000,747,97.4,1,877,110.4,8.2,-2.56,3,3,1,1,3,FIRE
3170000,931,120,1,858.6,110.8,-18.4,0.42,3,3,1,1,3,FIRE
3171000,755,120,1,839.6,111.7,-19,0.9,3,3,1,1,3,FIRE
3172000,700,120,1,800.4,114.4,-39.2,2.64,3,3,1,1,3,FIRE
3173000,735,111.1,1,773.6,113.7,-26.8,-0.66,3,3,1,1,3,FIRE
3174000,864,119.5,1,797,118.1,23.4,4.42,3,3,1,1,3,FIRE
3175000,767,97,1,764.2,113.5,-32.8,-4.6,3,3,1,1,3,FIRE
3176000,837,112.6,1,780.6,112,16.4,-1.48,3,3,1,1,3,FIRE
3177000,915,106.8,1,823.6,109.4,43,-2.64,3,3,1,1,3,FIRE
3178000,775,107.8,1,831.6,108.7,8,-0.66,3,3,1,1,3,FIRE
3179000,887,119.7,1,836.2,108.8,4.6,0.04,3,3,1,1,3,FIRE
3180000,787,102,1,840.2,109.8,4,1,3,3,1,1,3,FIRE
3181000,599,100.9,1,792.6,107.4,-47.6,-2.34,3,3,1,1,3,FIRE
3182000,817,120,1,773,110.1,-19.6,2.64,3,3,1,1,3,FIRE
3183000,743,97.8,1,766.6,108.1,-6.4,-2,3,3,1,1,3,FIRE
3184000,891,103.8,1,767.4,104.9,0.8,-3.18,3,3,1,1,3,FIRE
3185000,972,100.6,1,804.4,104.6,37,-0.28,3,3,1,1,3,FIRE
3186000,782,120,1,841,108.4,36.6,3.82,3,3,1,1,3,FIRE
3187000,649,104.8,1,807.4,105.4,-33.6,-3.04,3,3,1,1,3,FIRE
3188000,737,110.7,1,806.2,108,-1.2,2.58,3,3,1,1,3,FIRE
3189000,915,107.4,1,811,108.7,4.8,0.72,3,3,1,1,3,FIRE
3190000,989,106.5,1,814.4,109.9,3.4,1.18,3,3,1,1,3,FIRE
3191000,808,106.2,1,819.6,107.1,5.2,-2.76,3,3,1,1,3,FIRE
3192000,907,114.1,1,871.2,109,51.6,1.86,3,3,1,1,3,FIRE
3193000,968,118.2,1,917.4,110.5,46.2,1.5,3,3,1,1,3,FIRE
3194000,743,118,1,883,112.6,-34.4,2.12,3,3,1,1,3,FIRE
3195000,781,115.7,1,841.4,114.4,-41.6,1.84,3,3,1,1,3,FIRE
3196000,713,108.1,1,822.4,114.8,-19,0.38,3,3,1,1,3,FIRE
3197000,980,110,1,837,114,14.6,-0.82,3,3,1,1,3,FIRE
3198000,950,109.6,1,833.4,112.3,-3.6,-1.72,3,3,1,1,3,FIRE
3199000,775,117.8,1,839.8,112.2,6.4,-0.04,3,3,1,1,3,FIRE
3200000,831,112.3,1,849.8,111.6,10,-0.68,3,3,1,1,3,FIRE
3201000,834,120,1,874,113.9,24.2,2.38,3,3,1,1,3,FIRE
3202000,770,105.1,1,832,113,-42,-0.98,3,3,1,1,3,FIRE
3203000,936,104.9,1,829.2,112,-2.8,-0.94,3,3,1,1,3,FIRE
3204000,520,105,1,778.2,109.5,-51,-2.56,3,3,1,1,3,FIRE
3205000,875,95.4,1,787,106.1,8.8,-3.38,3,3,1,1,3,FIRE
3206000,667,101.3,1,753.6,102.3,-33.4,-3.74,3,3,1,1,3,FIRE
3207000,888,117,0,777.2,104.7,23.6,2.38,3,3,1,1,3,FIRE
3208000,828,98.9,0,755.6,103.5,-21.6,-1.2,3,3,1,1,3,FIRE
3209000,736,100.1,1,798.8,102.5,43.2,-0.98,3,3,1,1,3,FIRE
3210000,983,120,1,820.4,107.5,21.6,4.92,3,3,1,1,3,FIRE
3211000,758,119.7,1,838.6,111.1,18.2,3.68,3,3,1,1,3,FIRE
3212000,1023,120,1,865.6,111.7,27,0.6,3,3,1,1,3,FIRE
3213000,733,106.4,1,846.6,113.2,-19,1.5,3,3,1,1,3,FIRE
3214000,808,116.7,1,861,116.6,14.4,3.32,3,3,1,1,3,FIRE
3215000,741,120,1,812.6,116.6,-48.4,0,3,3,1,1,3,FIRE
3216000,678,111.8,1,796.6,115,-16,-1.58,3,3,1,1,3,FIRE
3217000,760,112.1,1,744,113.4,-52.6,-1.58,3,3,1,1,3,FIRE
3218000,846,108.7,1,766.6,113.9,22.6,0.46,3,3,1,1,3,FIRE
3219000,1016,108.7,1,808.2,112.3,41.6,-1.6,3,3,1,1,3,FIRE
3220000,694,109.7,1,798.8,110.2,-9.4,-2.06,3,3,1,1,3,FIRE
3221000,936,100.3,1,850.4,107.9,51.6,-2.3,3,3,1,1,3,FIRE
3222000,793,111.5,1,857,107.8,6.6,-0.12,3,3,1,1,3,FIRE
3223000,829,120,1,853.6,110,-3.4,2.26,3,3,1,1,3,FIRE
3224000,930,120,1,836.4,112.3,-17.2,2.26,3,3,1,1,3,FIRE
3225000,892,120,1,876,114.4,39.6,2.06,3,3,1,1,3,FIRE
3226000,873,111.5,1,863.4,116.6,-12.6,2.24,3,3,1,1,3,FIRE
3227000,1023,110.5,1,909.4,116.4,46,-0.2,3,3,1,1,3,FIRE
3228000,700,111.5,1,883.6,114.7,-25.8,-1.7,3,3,1,1,3,FIRE
3229000,700,114.5,1,837.6,113.6,-46,-1.1,3,3,1,1,3,FIRE
3230000,924,118.4,1,844,113.3,6.4,-0.32,3,3,1,1,3,FIRE
3231000,937,102.1,1,856.8,111.4,12.8,-1.88,3,3,1,1,3,FIRE
3232000,997,107.8,1,851.6,110.9,-5.2,-0.54,3,3,1,1,3,FIRE
3233000,825,112.1,1,876.6,111,25,0.12,3,3,1,1,3,FIRE
3234000,811,107.6,1,898.8,109.6,22.2,-1.38,3,3,1,1,3,FIRE
3235000,799,120,1,873.8,109.9,-25,0.32,3,3,1,1,3,FIRE
3236000,720,112,1,830.4,111.9,-43.4,1.98,3,3,1,1,3,FIRE
3237000,788,118.9,1,788.6,114.1,-41.8,2.22,3,3,1,1,3,FIRE
3238000,1023,112.6,1,828.2,114.2,39.6,0.1,3,3,1,1,3,FIRE
3239000,704,120,1,806.8,116.7,-21.4,2.48,3,3,1,1,3,FIRE
3240000,949,119.7,1,836.8,116.6,30,-0.06,3,3,1,1,3,FIRE
3241000,655,115.3,1,823.8,117.3,-13,0.66,3,3,1,1,3,FIRE
3242000,829,101.7,1,832,113.9,8.2,-3.44,3,3,1,1,3,FIRE
3243000,1000,93.6,1,827.4,110.1,-4.6,-3.8,3,3,1,1,3,FIRE
3244000,739,104.4,1,834.4,106.9,7,-3.12,3,3,1,1,3,FIRE
3245000,1023,120,1,849.2,107,14.8,0.06,3,3,1,1,3,FIRE
3246000,817,109.2,1,881.6,105.8,32.4,-1.22,3,3,1,1,3,FIRE
3247000,1015,109.5,1,918.8,107.3,37.2,1.56,3,3,1,1,3,FIRE
3248000,859,108,1,890.6,110.2,-28.2,2.88,3,3,1,1,3,FIRE
3249000,801,117.5,1,903,112.8,12.4,2.62,3,3,1,1,3,FIRE
3250000,955,109.2,1,889.4,110.7,-13.6,-2.16,3,3,1,1,3,FIRE
3251000,700,120,1,866,112.8,-23.4,2.16,3,3,1,1,3,FIRE
3252000,830,111.1,1,829,113.2,-37,0.32,3,3,1,1,3,FIRE
3253000,738,109.5,1,804.8,113.5,-24.2,0.3,3,3,1,1,3,FIRE
3254000,795,113.3,1,803.6,112.6,-1.2,-0.84,3,3,1,1,3,FIRE
3255000,574,108.6,1,727.4,112.5,-76.2,-0.12,3,3,1,1,3,FIRE
3256000,662,111.6,1,719.8,110.8,-7.6,-1.68,3,3,1,1,3,FIRE
3257000,865,117.8,1,726.8,112.2,7,1.34,3,3,1,1,3,FIRE
3258000,758,111.2,1,730.8,112.5,4,0.34,3,3,1,1,3,FIRE
3259000,878,116.3,1,747.4,113.1,16.6,0.6,3,3,1,1,3,FIRE
3260000,881,120,1,808.8,115.4,61.4,2.28,3,3,1,1,3,FIRE
3261000,904,110.8,1,857.2,115.2,48.4,-0.16,3,3,1,1,3,FIRE
3262000,841,116,1,852.4,114.9,-4.8,-0.36,3,3,1,1,3,FIRE
3263000,960,99,1,892.8,112.4,40.4,-2.44,3,3,1,1,3,FIRE
3264000,525,109.4,1,822.2,111,-70.6,-1.38,3,3,1,1,3,FIRE
3265000,851,120,1,816.2,111,-6,0,3,3,1,1,3,FIRE
3266000,783,101.8,1,792,109.2,-24.2,-1.8,3,3,1,1,3,FIRE
3267000,1020,99.3,1,827.8,105.9,35.8,-3.34,3,3,1,1,3,FIRE
3268000,815,120,1,798.8,110.1,-29,4.2,3,3,1,1,3,FIRE
3269000,756,116.2,1,845,111.5,46.2,1.36,3,3,1,1,3,FIRE
3270000,830,100.4,1,840.8,107.5,-4.2,-3.92,3,3,1,1,3,FIRE
3271000,819,120,1,848,111.2,7.2,3.64,3,3,1,1,3,FIRE
3272000,749,104.3,1,793.8,112.2,-54.2,1,3,3,1,1,3,FIRE
3273000,778,115.7,1,786.4,111.3,-7.4,-0.86,3,3,1,1,3,FIRE
3274000,853,107.2,1,805.8,109.5,19.4,-1.8,3,3,1,1,3,FIRE
3275000,677,119,1,775.2,113.2,-30.6,3.72,3,3,1,1,3,FIRE
3276000,883,101.7,1,788,109.6,12.8,-3.66,3,3,1,1,3,FIRE
3277000,482,106,1,734.6,109.9,-53.4,0.34,3,3,1,1,3,FIRE
3278000,708,108.8,1,720.6,108.5,-14,-1.38,3,3,1,1,3,FIRE
3279000,676,120,1,685.2,111.1,-35.4,2.56,3,3,1,1,3,FIRE
3280000,653,111.2,1,680.4,109.5,-4.8,-1.56,3,3,1,1,3,FIRE
3281000,798,110.3,1,663.4,111.3,-17,1.72,3,3,1,1,3,FIRE
3282000,956,107.9,1,758.2,111.6,94.8,0.38,3,3,1,1,3,FIRE
3283000,786,120,1,773.8,113.9,15.6,2.24,3,3,1,1,3,FIRE
3284000,855,106,1,809.6,111.1,35.8,-2.8,3,3,1,1,3,FIRE
3285000,923,102.7,1,863.6,109.4,54,-1.7,3,3,1,1,3,FIRE
3286000,841,110,1,872.2,109.3,8.6,-0.06,3,3,1,1,3,FIRE
3287000,721,106.9,1,825.2,109.1,-47,-0.2,3,3,1,1,3,FIRE
3288000,671,120,1,802.2,109.1,-23,0,3,3,1,1,3,FIRE
3289000,932,106.1,1,817.6,109.1,15.4,0.02,3,3,1,1,3,FIRE
3290000,884,120,1,809.8,112.6,-7.8,3.46,3,3,1,1,3,FIRE
3291000,867,120,1,815,114.6,5.2,2,3,3,1,1,3,FIRE
3292000,714,99.5,1,813.6,113.1,-1.4,-1.48,3,3,1,1,3,FIRE
3293000,770,108.3,1,833.4,110.8,19.8,-2.34,3,3,1,1,3,FIRE
3294000,806,116.1,1,808.2,112.8,-25.2,2,3,3,1,1,3,FIRE
3295000,895,109.7,1,810.4,110.7,2.2,-2.06,3,3,1,1,3,FIRE
3296000,669,97.8,1,770.8,106.3,-39.6,-4.44,3,3,1,1,3,FIRE
3297000,914,114.3,1,810.8,109.2,40,2.96,3,3,1,1,3,FIRE
3298000,650,105.9,1,786.8,108.8,-24,-0.48,3,3,1,1,3,FIRE
3299000,789,101.6,1,783.4,105.9,-3.4,-2.9,3,3,1,1,3,FIRE
3300000,763,114,1,757,106.7,-26.4,0.86,3,3,1,1,3,FIRE
3301000,978,113.8,1,818.8,109.9,61.8,3.2,3,3,1,1,3,FIRE
3302000,944,114.8,1,824.8,110,6,0.1,3,3,1,1,3,FIRE
3303000,987,100.3,1,892.2,108.9,67.4,-1.12,3,3,1,1,3,FIRE
3304000,661,115.5,1,866.6,111.7,-25.6,2.78,3,3,1,1,3,FIRE
3305000,864,105.3,1,886.8,109.9,20.2,-1.74,3,3,1,1,3,FIRE
3306000,975,120,1,886.2,111.2,-0.6,1.24,3,3,1,1,3,FIRE
3307000,715,108.3,1,840.4,109.9,-45.8,-1.3,3,3,1,1,3,FIRE
3308000,776,108.6,1,798.2,111.5,-42.2,1.66,3,3,1,1,3,FIRE
3309000,932,120,1,852.4,112.4,54.2,0.9,3,3,1,1,3,FIRE
3310000,754,114.2,1,830.4,114.2,-22,1.78,3,3,1,1,3,FIRE
3311000,917,120,1,818.8,114.2,-11.6,0,3,3,1,1,3,FIRE
3312000,867,113.3,1,849.2,115.2,30.4,1,3,3,1,1,3,FIRE
3313000,757,115.3,1,845.4,116.6,-3.8,1.34,3,3,1,1,3,FIRE
3314000,794,120,1,817.8,116.6,-27.6,0,3,3,1,1,3,FIRE
3315000,631,107.9,1,793.2,115.3,-24.6,-1.26,3,3,1,1,3,FIRE
3316000,880,101.1,1,785.8,111.5,-7.4,-3.78,3,3,1,1,3,FIRE
3317000,922,119.7,1,796.8,112.8,11,1.28,3,3,1,1,3,FIRE
3318000,779,107.4,1,801.2,111.2,4.4,-1.58,3,3,1,1,3,FIRE
3319000,769,114,1,796.2,110,-5,-1.2,3,3,1,1,3,FIRE
3320000,859,97.6,1,841.8,108,45.6,-2.06,3,3,1,1,3,FIRE
3321000,942,107.4,1,854.2,109.2,12.4,1.26,3,3,1,1,3,FIRE
3322000,978,110.3,1,865.4,107.3,11.2,-1.88,3,3,1,1,3,FIRE
3323000,748,108.1,1,859.2,107.5,-6.2,0.14,3,3,1,1,3,FIRE
3324000,870,104.9,1,879.4,105.7,20.2,-1.82,3,3,1,1,3,FIRE
3325000,920,120,1,891.6,110.1,12.2,4.48,3,3,1,1,3,FIRE
3326000,825,120,1,868.2,112.7,-23.4,2.52,3,3,1,1,3,FIRE
3327000,706,115.3,1,813.8,113.7,-54.4,1,3,3,1,1,3,FIRE
3328000,692,116.4,1,802.6,115.3,-11.2,1.66,3,3,1,1,3,FIRE
3329000,924,113.8,1,813.4,117.1,10.8,1.78,3,3,1,1,3,FIRE
3330000,571,109.3,1,743.6,115,-69.8,-2.14,3,3,1,1,3,FIRE
3331000,711,106.1,1,720.8,112.2,-22.8,-2.78,3,3,1,1,3,FIRE
3332000,752,120,1,730,113.1,9.2,0.94,3,3,1,1,3,FIRE
3333000,968,110,1,785.2,111.8,55.2,-1.28,3,3,1,1,3,FIRE
3334000,973,112.8,1,795,111.6,9.8,-0.2,3,3,1,1,3,FIRE
3335000,904,120,1,861.6,113.8,66.6,2.14,3,3,1,1,3,FIRE
3336000,844,107.7,0,888.2,114.1,26.6,0.32,3,3,1,1,3,FIRE
3337000,750,115.1,0,887.8,113.1,-0.4,-0.98,3,3,1,1,3,FIRE
3338000,700,120,1,834.2,115.1,-53.6,2,3,3,1,1,3,FIRE
3339000,694,102,1,778.4,113,-55.8,-2.16,3,3,1,1,3,FIRE
3340000,927,109.4,1,783,110.8,4.6,-2.12,3,3,1,1,3,FIRE
3341000,784,117.1,1,771,112.7,-12,1.88,3,3,1,1,3,FIRE
3342000,786,118,1,778.2,113.3,7.2,0.58,3,3,1,1,3,FIRE
3343000,1006,117.5,1,839.4,112.8,61.2,-0.5,3,3,1,1,3,FIRE
3344000,856,106.1,1,871.8,113.6,32.4,0.82,3,3,1,1,3,FIRE
3345000,845,116.2,1,855.4,115,-16.4,1.36,3,3,1,1,3,FIRE
3346000,821,99.9,1,862.8,111.5,7.4,-3.44,3,3,1,1,3,FIRE
3347000,745,118.3,1,854.6,111.6,-8.2,0.06,3,3,1,1,3,FIRE
3348000,712,106.7,1,795.8,109.4,-58.8,-2.16,3,3,1,1,3,FIRE
